ZIP,geometry
94709,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.273162,37.873539,0.0 -122.274262,37.885087,0.0 -122.266564,37.886186,0.0 -122.256666,37.879588,0.0 -122.266564,37.874089,0.0 -122.273162,37.873539,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94710,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.312753,37.897184,0.0 -122.309454,37.897734,0.0 -122.295707,37.880688,0.0 -122.286359,37.850445,0.0 -122.301206,37.847145,0.0 -122.312753,37.897184,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94801,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.330349,38.001659,0.0 -122.347395,37.949971,0.0 -122.376538,37.909281,0.0 -122.428226,37.965917,0.0 -122.330349,38.001659,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94803,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.291858,37.934575,0.0 -122.318252,37.95492,0.0 -122.315502,37.985163,0.0 -122.255567,37.976915,0.0 -122.272613,37.938974,0.0 -122.291858,37.934575,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94804,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.309454,37.897734,0.0 -122.312753,37.897184,0.0 -122.376538,37.909281,0.0 -122.347395,37.949971,0.0 -122.333098,37.951621,0.0 -122.32485,37.931276,0.0 -122.306155,37.898283,0.0 -122.309454,37.897734,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94805,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.333098,37.951621,0.0 -122.318252,37.95492,0.0 -122.291858,37.934575,0.0 -122.32485,37.931276,0.0 -122.333098,37.951621,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94901,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.500259,37.946672,0.0 -122.509607,37.952171,0.0 -122.550297,37.971416,0.0 -122.556895,37.993411,0.0 -122.455719,37.99726,0.0 -122.477164,37.942823,0.0 -122.500259,37.946672,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94903,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.455719,37.99726,0.0 -122.556895,37.993411,0.0 -122.612982,38.022554,0.0 -122.616281,38.019805,0.0 -122.604734,38.059395,0.0 -122.499159,38.047848,0.0 -122.455719,37.99726,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94904,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.553046,37.927427,0.0 -122.568992,37.934025,0.0 -122.576141,37.95602,0.0 -122.550297,37.971416,0.0 -122.509607,37.952171,0.0 -122.515105,37.943923,0.0 -122.530502,37.943373,0.0 -122.553046,37.927427,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-122.505208,37.941723,0.0 -122.516205,37.940623,0.0 -122.516755,37.941173,0.0 -122.505208,37.941723,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
94920,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.501908,37.897734,0.0 -122.506857,37.902682,0.0 -122.485412,37.920828,0.0 -122.501908,37.897734,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94922,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.928058,38.323883,0.0 -122.935206,38.313985,0.0 -122.964899,38.317284,0.0 -122.973697,38.345328,0.0 -122.920359,38.356875,0.0 -122.91651,38.349727,0.0 -122.928058,38.323883,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94923,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.964899,38.317284,0.0 -123.00284,38.295839,0.0 -123.097418,38.400315,0.0 -122.973697,38.345328,0.0 -122.964899,38.317284,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94924,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.628928,37.917529,0.0 -122.634427,37.91258,0.0 -122.650923,37.905982,0.0 -122.733404,37.929076,0.0 -122.713058,37.952171,0.0 -122.693813,37.968667,0.0 -122.628928,37.917529,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94925,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.506857,37.902682,0.0 -122.5371,37.924127,0.0 -122.516205,37.940623,0.0 -122.505208,37.941723,0.0 -122.485412,37.920828,0.0 -122.506857,37.902682,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94929,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.948403,38.277144,0.0 -122.953352,38.227656,0.0 -122.979745,38.270545,0.0 -122.948403,38.277144,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94930,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.612982,38.022554,0.0 -122.576141,37.95602,0.0 -122.568992,37.934025,0.0 -122.628928,37.917529,0.0 -122.693813,37.968667,0.0 -122.709209,38.004408,0.0 -122.699862,37.990662,0.0 -122.645974,37.981864,0.0 -122.617931,38.011007,0.0 -122.616281,38.019805,0.0 -122.612982,38.022554,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94931,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.666869,38.314535,0.0 -122.70811,38.304087,0.0 -122.741652,38.33543,0.0 -122.741102,38.351926,0.0 -122.732304,38.349727,0.0 -122.666869,38.314535,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94933,
94937,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.827981,38.08359,0.0 -122.878019,38.023654,0.0 -122.930257,38.090188,0.0 -123.023185,37.995061,0.0 -122.995692,38.239753,0.0 -122.827981,38.08359,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94938,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.696012,38.001659,0.0 -122.699862,37.990662,0.0 -122.709209,38.004408,0.0 -122.70536,38.030802,0.0 -122.693263,38.015406,0.0 -122.696012,38.001659,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94940,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.864823,38.215009,0.0 -122.894516,38.162771,0.0 -122.922559,38.221607,0.0 -122.864823,38.215009,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94946,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.709209,38.004408,0.0 -122.693813,37.968667,0.0 -122.713058,37.952171,0.0 -122.799938,38.073142,0.0 -122.698762,38.12208,0.0 -122.603634,38.076441,0.0 -122.604734,38.059395,0.0 -122.616281,38.019805,0.0 -122.617931,38.011007,0.0 -122.66357,38.014306,0.0 -122.70536,38.030802,0.0 -122.709209,38.004408,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94947,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.540949,38.073692,0.0 -122.603634,38.076441,0.0 -122.698762,38.12208,0.0 -122.614632,38.119881,0.0 -122.540949,38.073692,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94949,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.499159,38.047848,0.0 -122.604734,38.059395,0.0 -122.603634,38.076441,0.0 -122.540949,38.073692,0.0 -122.486512,38.100636,0.0 -122.499159,38.047848,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94951,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.666869,38.314535,0.0 -122.666869,38.342028,0.0 -122.566793,38.329381,0.0 -122.573391,38.327182,0.0 -122.675117,38.276044,0.0 -122.70811,38.304087,0.0 -122.666869,38.314535,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94952,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.864823,38.215009,0.0 -122.948403,38.277144,0.0 -122.979745,38.270545,0.0 -123.00284,38.295839,0.0 -122.964899,38.317284,0.0 -122.935206,38.313985,0.0 -122.928058,38.323883,0.0 -122.91651,38.349727,0.0 -122.741652,38.33543,0.0 -122.70811,38.304087,0.0 -122.675117,38.276044,0.0 -122.582189,38.185865,0.0 -122.614632,38.119881,0.0 -122.698762,38.12208,0.0 -122.799938,38.073142,0.0 -122.827981,38.092937,0.0 -122.894516,38.162771,0.0 -122.864823,38.215009,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94954,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.488162,38.108884,0.0 -122.582189,38.185865,0.0 -122.675117,38.276044,0.0 -122.573391,38.327182,0.0 -122.457919,38.117132,0.0 -122.488162,38.108884,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94956,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.713058,37.952171,0.0 -122.733404,37.929076,0.0 -122.878019,38.023654,0.0 -122.827981,38.08359,0.0 -122.827981,38.092937,0.0 -122.799938,38.073142,0.0 -122.713058,37.952171,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94960,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.612982,38.022554,0.0 -122.556895,37.993411,0.0 -122.550297,37.971416,0.0 -122.576141,37.95602,0.0 -122.612982,38.022554,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94963,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.696012,38.001659,0.0 -122.693263,38.015406,0.0 -122.70536,38.030802,0.0 -122.66357,38.014306,0.0 -122.645974,37.981864,0.0 -122.699862,37.990662,0.0 -122.696012,38.001659,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94964,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.502458,37.942823,0.0 -122.500259,37.946672,0.0 -122.477164,37.942823,0.0 -122.502458,37.942823,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94965,
94970,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.650923,37.905982,0.0 -122.634427,37.91258,0.0 -122.628928,37.885087,0.0 -122.650923,37.905982,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94971,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.953352,38.227656,0.0 -122.948403,38.277144,0.0 -122.864823,38.215009,0.0 -122.922559,38.221607,0.0 -122.953352,38.227656,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94972,
94973,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.66357,38.014306,0.0 -122.617931,38.011007,0.0 -122.645974,37.981864,0.0 -122.66357,38.014306,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.968534,37.418797,0.0 -121.974583,37.417697,0.0 -122.020222,37.461137,0.0 -121.974583,37.459487,0.0 -121.968534,37.418797,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95003,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.843714,37.06743,0.0 -121.866808,36.936561,0.0 -121.939391,36.977801,0.0 -121.937192,36.98385,0.0 -121.918496,37.060281,0.0 -121.843714,37.06743,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95004,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.64796,36.838134,0.0 -121.60727,36.899719,0.0 -121.616618,36.844183,0.0 -121.64796,36.838134,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95005,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.119749,37.063581,0.0 -122.132396,37.101522,0.0 -122.063662,37.147161,0.0 -122.062012,37.122967,0.0 -122.119749,37.063581,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95006,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.15494,37.215345,0.0 -122.063662,37.147161,0.0 -122.132396,37.101522,0.0 -122.250618,37.187301,0.0 -122.24237,37.213145,0.0 -122.181334,37.215345,0.0 -122.15494,37.215345,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.990529,37.269232,0.0 -121.962486,37.297825,0.0 -121.949839,37.295626,0.0 -121.931693,37.294526,0.0 -121.922345,37.282429,0.0 -121.949839,37.256035,0.0 -121.990529,37.269232,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95010,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.957537,36.967903,0.0 -121.960836,36.98275,0.0 -121.937192,36.98385,0.0 -121.939391,36.977801,0.0 -121.957537,36.967903,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95013,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.708996,37.201598,0.0 -121.757934,37.186752,0.0 -121.800824,37.222493,0.0 -121.770031,37.216994,0.0 -121.746937,37.222493,0.0 -121.708996,37.201598,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95017,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.272063,37.086125,0.0 -122.181884,37.094373,0.0 -122.229173,37.037187,0.0 -122.272063,37.086125,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95018,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.041667,37.034987,0.0 -122.07026,37.02454,0.0 -122.087856,37.02289,0.0 -122.119749,37.063581,0.0 -122.062012,37.122967,0.0 -122.010874,37.103721,0.0 -122.041667,37.034987,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95023,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.856697,36.690219,0.0 -120.876493,36.612137,0.0 -121.13933,36.741357,0.0 -121.415915,36.673173,0.0 -121.482449,36.765551,0.0 -121.511592,36.948108,0.0 -121.403268,36.962405,0.0 -121.425813,37.049284,0.0 -121.399419,37.15046,0.0 -121.22676,37.134514,0.0 -121.218512,37.123517,0.0 -121.230609,36.921164,0.0 -120.918833,36.740257,0.0 -120.856697,36.690219,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.991079,37.201048,0.0 -122.025721,37.215895,0.0 -121.995478,37.250537,0.0 -121.991079,37.201048,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.995478,37.250537,0.0 -121.990529,37.269232,0.0 -121.949839,37.256035,0.0 -121.90365,37.226342,0.0 -121.863509,37.176304,0.0 -121.991079,37.201048,0.0 -121.995478,37.250537,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95035,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.915197,37.396252,0.0 -121.926194,37.454538,0.0 -121.917396,37.458387,0.0 -121.867908,37.482582,0.0 -121.823369,37.484231,0.0 -121.765632,37.484231,0.0 -121.745837,37.360511,0.0 -121.769481,37.4067,0.0 -121.887704,37.4067,0.0 -121.915197,37.396252,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95039,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.811272,36.850231,0.0 -121.742538,36.819988,0.0 -121.794226,36.790295,0.0 -121.811272,36.850231,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95043,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.597159,36.39109,0.0 -120.678539,36.267369,0.0 -120.750572,36.30476,0.0 -120.743424,36.198635,0.0 -120.918283,36.310259,0.0 -121.022758,36.259121,0.0 -121.126134,36.392189,0.0 -121.300442,36.506012,0.0 -121.335634,36.623685,0.0 -121.342232,36.637431,0.0 -121.415915,36.673173,0.0 -121.13933,36.741357,0.0 -120.876493,36.612137,0.0 -120.856697,36.690219,0.0 -120.856147,36.689669,0.0 -120.636749,36.629733,0.0 -120.597159,36.39109,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95045,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.616618,36.844183,0.0 -121.60727,36.899719,0.0 -121.581426,36.900819,0.0 -121.511592,36.948108,0.0 -121.482449,36.765551,0.0 -121.560531,36.805692,0.0 -121.616618,36.844183,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95046,
95053,
95054,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.938292,37.380306,0.0 -121.941591,37.377007,0.0 -121.965785,37.374257,0.0 -121.98668,37.377556,0.0 -121.98668,37.388554,0.0 -121.974583,37.417697,0.0 -121.968534,37.418797,0.0 -121.938292,37.380306,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95070,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.032319,37.293976,0.0 -121.994378,37.289577,0.0 -121.990529,37.269232,0.0 -121.995478,37.250537,0.0 -122.025721,37.215895,0.0 -122.121948,37.258235,0.0 -122.032319,37.293976,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95073,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.960836,36.98275,0.0 -121.971284,36.9833,0.0 -121.953138,37.076778,0.0 -121.918496,37.060281,0.0 -121.937192,36.98385,0.0 -121.960836,36.98275,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95110,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.892102,37.323669,0.0 -121.931693,37.351163,0.0 -121.941591,37.377007,0.0 -121.917396,37.372058,0.0 -121.891553,37.337966,0.0 -121.883854,37.326968,0.0 -121.873407,37.310472,0.0 -121.892102,37.323669,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95111,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.807972,37.259334,0.0 -121.844264,37.285728,0.0 -121.86131,37.303324,0.0 -121.844264,37.310472,0.0 -121.808522,37.281879,0.0 -121.801924,37.255485,0.0 -121.807972,37.259334,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95112,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.883854,37.326968,0.0 -121.891553,37.337966,0.0 -121.917396,37.372058,0.0 -121.880555,37.367659,0.0 -121.873407,37.359961,0.0 -121.868458,37.329718,0.0 -121.844264,37.310472,0.0 -121.86131,37.303324,0.0 -121.873407,37.310472,0.0 -121.883854,37.326968,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95113,
95116,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.827218,37.350613,0.0 -121.868458,37.329718,0.0 -121.873407,37.359961,0.0 -121.843164,37.369858,0.0 -121.827218,37.350613,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95117,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.962486,37.297825,0.0 -121.981731,37.301125,0.0 -121.969634,37.323119,0.0 -121.964135,37.324769,0.0 -121.950389,37.328618,0.0 -121.949839,37.295626,0.0 -121.962486,37.297825,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95118,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.898701,37.232941,0.0 -121.905849,37.270882,0.0 -121.878906,37.275281,0.0 -121.876156,37.255485,0.0 -121.870658,37.243938,0.0 -121.898701,37.232941,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95119,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.768932,37.23514,0.0 -121.770031,37.216994,0.0 -121.800824,37.222493,0.0 -121.77773,37.241189,0.0 -121.768932,37.23514,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95120,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.90365,37.226342,0.0 -121.898701,37.232941,0.0 -121.870658,37.243938,0.0 -121.800824,37.222493,0.0 -121.757934,37.186752,0.0 -121.759584,37.184002,0.0 -121.763983,37.177404,0.0 -121.81842,37.142212,0.0 -121.863509,37.176304,0.0 -121.90365,37.226342,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95128,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.931693,37.294526,0.0 -121.949839,37.295626,0.0 -121.950389,37.328618,0.0 -121.937742,37.337966,0.0 -121.931693,37.297275,0.0 -121.931693,37.294526,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95129,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.996028,37.323119,0.0 -121.969634,37.323119,0.0 -121.981731,37.301125,0.0 -121.982831,37.300025,0.0 -121.98833,37.295076,0.0 -121.994378,37.289577,0.0 -122.032319,37.293976,0.0 -121.996028,37.323119,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95130,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.990529,37.269232,0.0 -121.994378,37.289577,0.0 -121.98833,37.295076,0.0 -121.982831,37.300025,0.0 -121.981731,37.301125,0.0 -121.962486,37.297825,0.0 -121.990529,37.269232,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95131,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.941591,37.377007,0.0 -121.938292,37.380306,0.0 -121.915197,37.396252,0.0 -121.887704,37.4067,0.0 -121.862959,37.384705,0.0 -121.880555,37.367659,0.0 -121.917396,37.372058,0.0 -121.941591,37.377007,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95133,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.880555,37.367659,0.0 -121.862959,37.384705,0.0 -121.846463,37.389104,0.0 -121.843164,37.369858,0.0 -121.873407,37.359961,0.0 -121.880555,37.367659,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95135,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.661707,37.210396,0.0 -121.771681,37.298375,0.0 -121.792026,37.313772,0.0 -121.719443,37.339066,0.0 -121.656208,37.262634,0.0 -121.661707,37.210396,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95139,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.770031,37.216994,0.0 -121.768932,37.23514,0.0 -121.746937,37.222493,0.0 -121.770031,37.216994,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95140,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.447807,37.395702,0.0 -121.454406,37.267033,0.0 -121.656208,37.262634,0.0 -121.719443,37.339066,0.0 -121.742538,37.350063,0.0 -121.745837,37.360511,0.0 -121.765632,37.484231,0.0 -121.447807,37.395702,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
