,zipcode,time,year_month,count_1m_loc,count_6m_loc,count_2y_loc,count_1m_loc_time,count_6m_loc_time,count_2y_loc_time,count_1m_time,count_6m_time,count_2y_time,crimes_per_pop,crime_type
45048,90019,0,201804,0.3106796116504854,0.2236024844720497,0.2099652949925632,0.10526315789473684,0.084,0.09201388888888888,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.3384174877806847,1
45062,90019,1,201804,0.3106796116504854,0.2236024844720497,0.2099652949925632,0.3368421052631579,0.24,0.20023148148148148,0.6644257703081232,0.736726765614105,0.7699794123151787,0.3384174877806847,1
45076,90019,2,201804,0.3106796116504854,0.2236024844720497,0.2099652949925632,0.23157894736842105,0.18,0.19791666666666666,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.3384174877806847,1
47553,90020,0,201804,0.05339805825242718,0.0878438331854481,0.10262766484878531,0.05263157894736842,0.076,0.08159722222222222,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.2736210987879489,1
47567,90020,1,201804,0.05339805825242718,0.0878438331854481,0.10262766484878531,0.021052631578947368,0.056,0.07349537037037036,0.6644257703081232,0.736726765614105,0.7699794123151787,0.2736210987879489,1
47581,90020,2,201804,0.05339805825242718,0.0878438331854481,0.10262766484878531,0.042105263157894736,0.066,0.08449074074074074,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.2736210987879489,1
50058,90021,0,201804,0.1116504854368932,0.12156166814551908,0.1425384234010907,0.09473684210526316,0.076,0.08738425925925926,0.37198879551820724,0.42225321247136166,0.4618058340686078,3.748064258158976,1
50072,90021,1,201804,0.1116504854368932,0.12156166814551908,0.1425384234010907,0.07368421052631578,0.114,0.13194444444444445,0.6644257703081232,0.736726765614105,0.7699794123151787,3.748064258158976,1
50086,90021,2,201804,0.1116504854368932,0.12156166814551908,0.1425384234010907,0.07368421052631578,0.084,0.11342592592592592,0.7999999999999999,0.8933160673373842,0.9935295847704607,3.748064258158976,1
52563,90023,0,201804,0.09708737864077668,0.13487133984028393,0.17055032226078332,0.042105263157894736,0.052000000000000005,0.07291666666666666,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.38600557872725744,1
52577,90023,1,201804,0.09708737864077668,0.13487133984028393,0.17055032226078332,0.06315789473684211,0.112,0.16145833333333331,0.6644257703081232,0.736726765614105,0.7699794123151787,0.38600557872725744,1
52591,90023,2,201804,0.09708737864077668,0.13487133984028393,0.17055032226078332,0.10526315789473684,0.14,0.16377314814814814,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.38600557872725744,1
55068,90024,0,201804,0.07281553398058252,0.0816326530612245,0.07337630143777887,0.021052631578947368,0.05,0.04976851851851852,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.1606509885563037,1
55082,90024,1,201804,0.07281553398058252,0.0816326530612245,0.07337630143777887,0.08421052631578947,0.068,0.05555555555555555,0.6644257703081232,0.736726765614105,0.7699794123151787,0.1606509885563037,1
55096,90024,2,201804,0.07281553398058252,0.0816326530612245,0.07337630143777887,0.05263157894736842,0.066,0.06597222222222222,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.1606509885563037,1
57573,90025,0,201804,0.14563106796116504,0.17213842058562556,0.1685671789786812,0.05263157894736842,0.052000000000000005,0.07407407407407407,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.4155166763578225,1
57587,90025,1,201804,0.14563106796116504,0.17213842058562556,0.1685671789786812,0.1368421052631579,0.16,0.14814814814814814,0.6644257703081232,0.736726765614105,0.7699794123151787,0.4155166763578225,1
57601,90025,2,201804,0.14563106796116504,0.17213842058562556,0.1685671789786812,0.12631578947368421,0.176,0.17129629629629628,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.4155166763578225,1
60078,90026,0,201804,0.1553398058252427,0.1419698314108252,0.16013882002974714,0.09473684210526316,0.092,0.11168981481481481,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.24513610470952113,1
60092,90026,1,201804,0.1553398058252427,0.1419698314108252,0.16013882002974714,0.07368421052631578,0.08,0.09664351851851852,0.6644257703081232,0.736726765614105,0.7699794123151787,0.24513610470952113,1
60106,90026,2,201804,0.1553398058252427,0.1419698314108252,0.16013882002974714,0.16842105263157894,0.148,0.16550925925925924,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.24513610470952113,1
62583,90027,0,201804,0.029126213592233007,0.021295474711623782,0.027020327218641546,0.010526315789473684,0.01,0.016782407407407406,0.37198879551820724,0.42225321247136166,0.4618058340686078,0.06217350303202825,1
62597,90027,1,201804,0.029126213592233007,0.021295474711623782,0.027020327218641546,0.021052631578947368,0.02,0.017939814814814815,0.6644257703081232,0.736726765614105,0.7699794123151787,0.06217350303202825,1
62611,90027,2,201804,0.029126213592233007,0.021295474711623782,0.027020327218641546,0.031578947368421054,0.018000000000000002,0.02835648148148148,0.7999999999999999,0.8933160673373842,0.9935295847704607,0.06217350303202825,1
